Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Transaction_Status,Transaction_Location,Currency
791,4750,2023-07-19,withdrawal,7127.69,pending,Kevinfort,GBP
792,1339,2022-10-09,transfer,7093.97,completed,Corybury,USD
793,5415,2022-05-09,deposit,2754.51,failed,Lake Rachel,EUR
794,1659,2022-11-07,withdrawal,8954.93,completed,Brittanychester,USD
795,3870,2023-07-01,transfer,8516.01,failed,West Tiffany,EUR
796,8708,2022-04-06,withdrawal,4590.52,pending,Timothyside,USD
797,9502,2023-05-30,deposit,2182.87,completed,Loveland,USD
798,8245,2022-06-22,transfer,3022.15,completed,Lake Taylor,EUR
799,5557,2023-08-18,withdrawal,5206.86,completed,Mikeland,USD
800,3973,2022-06-07,deposit,6236.44,completed,Strongville,GBP
801,8141,2022-06-25,withdrawal,5845.29,failed,South Garyfurt,EUR
802,9056,2022-12-12,transfer,74.47,failed,Kerryfort,GBP
803,2494,2023-08-01,deposit,9994.29,completed,North Russellland,GBP
804,8700,2022-02-12,transfer,9664.89,completed,Roweton,GBP
805,6700,2022-01-30,withdrawal,8393.94,failed,Jacksonport,GBP
806,7690,2022-03-25,withdrawal,5615.01,failed,Brianstad,GBP
807,6460,2022-02-16,deposit,5938.13,completed,Nicoleland,USD
808,6260,2023-08-14,withdrawal,2827.49,failed,East Sara,USD
809,2713,2022-09-29,transfer,6844.45,completed,Obrienfurt,USD
810,3634,2022-08-04,withdrawal,4817.9,completed,West Michaelhaven,EUR
811,6403,2023-08-09,transfer,3363.5,completed,Baileybury,EUR
812,7744,2023-03-03,withdrawal,2765.56,pending,New Christopherton,USD
813,9117,2022-02-01,transfer,3252.05,completed,Port Michaelberg,USD
814,5722,2023-05-25,transfer,2769.57,failed,Austinview,EUR
815,7561,2023-07-13,transfer,6561.54,pending,North Amyland,EUR
816,1601,2022-10-24,withdrawal,9521.93,failed,West Abigail,GBP
817,8451,2022-11-06,transfer,6515.01,failed,East Amber,USD
818,2442,2023-05-10,deposit,1884.41,failed,Coleport,USD
819,6153,2022-09-08,withdrawal,5173.42,completed,North Katherine,EUR
820,5135,2023-02-20,transfer,2403.78,failed,North Derek,EUR
821,6296,2022-11-01,transfer,568.69,failed,North Devintown,USD
822,2899,2023-04-10,transfer,8573.3,failed,Lake Daniel,GBP
823,7622,2022-03-16,transfer,8100.48,pending,Brittanyside,EUR
824,9431,2022-03-03,deposit,4041.58,completed,Whiteland,GBP
825,1018,2022-06-11,deposit,3196.54,completed,Baileyland,USD
826,9889,2023-03-27,deposit,1400.16,pending,Westville,GBP
827,8569,2023-03-02,transfer,255.53,failed,North Stephanie,USD
828,7770,2023-05-11,transfer,4974.23,pending,New Samantha,GBP
829,1888,2023-04-21,withdrawal,2956.75,pending,New Jamesborough,EUR
830,4073,2022-07-28,deposit,9069.21,completed,Lake Davidborough,EUR
831,9494,2022-12-15,transfer,4046.58,completed,Roberthaven,USD
832,6927,2022-05-28,transfer,7367.58,pending,North Jimside,EUR
833,9167,2022-11-17,deposit,5830.65,failed,Port Derrickmouth,GBP
834,8242,2022-11-23,transfer,9947.54,completed,Nguyentown,GBP
835,1845,2022-12-20,transfer,8160.33,failed,Lake Max,GBP
836,4335,2023-02-13,transfer,3432.33,completed,South Jasmineville,USD
837,5375,2022-05-14,transfer,7133.98,failed,East Madison,GBP
838,9998,2023-01-15,withdrawal,6863.49,failed,Christinabury,GBP
839,3146,2023-06-12,withdrawal,6383.5,failed,Lake Kenneth,EUR
840,5719,2023-07-30,withdrawal,4757.88,pending,Mcdonaldshire,USD
841,8178,2022-04-19,deposit,9406.74,completed,Port Jeffery,GBP
842,8941,2022-11-23,deposit,3585.61,failed,East Veronica,GBP
843,2989,2022-09-05,deposit,3002.65,failed,Laurachester,EUR
844,1472,2023-04-23,withdrawal,1700.7,pending,Kellyport,USD
845,4920,2022-05-06,deposit,6576.49,pending,Steinville,USD
846,3594,2022-10-01,transfer,5582.92,failed,Lake Kristina,EUR
847,6091,2023-04-06,transfer,2938.55,failed,Carolinetown,EUR
848,1224,2022-09-11,transfer,4708.34,completed,Michelleville,EUR
849,7684,2022-05-25,transfer,7409.45,completed,Port Robertville,EUR
850,2527,2022-04-10,transfer,7252.14,pending,Stephensonbury,USD
851,4681,2022-02-21,transfer,5590.76,pending,New Katherine,USD
852,2858,2022-10-25,transfer,9126.34,completed,Port Valerie,GBP
853,8560,2023-01-29,deposit,9469.29,completed,Port Christina,GBP
854,2924,2023-03-05,withdrawal,8996.01,completed,South Sarah,GBP
855,3522,2022-09-12,withdrawal,6544.69,completed,South Ashlee,USD
856,9165,2022-06-13,withdrawal,2223.31,failed,New Amytown,GBP
857,5781,2022-12-02,withdrawal,2234.06,failed,Olivermouth,GBP
858,9337,2023-08-15,transfer,8714.45,failed,Port Anthony,EUR
859,5479,2022-11-17,transfer,4205.31,pending,Port Jamesview,USD
860,7807,2022-07-14,transfer,8868.55,completed,Tannerstad,EUR
861,8905,2022-06-13,transfer,3717.45,failed,Matthewland,GBP
862,8736,2023-05-26,deposit,5856.12,completed,Grayfurt,USD
863,4993,2023-06-12,withdrawal,4638.14,completed,East Cheryl,EUR
864,8483,2023-04-24,deposit,1178.7,pending,South Albertberg,GBP
865,3369,2023-05-26,withdrawal,537.72,failed,Lake Paul,GBP
866,7284,2022-11-12,deposit,6344.33,failed,South Eric,USD
867,4122,2023-05-25,withdrawal,5803.55,completed,Rushmouth,EUR
868,9327,2022-01-24,withdrawal,6206.93,failed,Codystad,GBP
869,3236,2022-04-03,deposit,4722.72,failed,New Rachaelton,GBP
870,2143,2023-02-07,deposit,1946.24,completed,North Michaelburgh,USD
871,5526,2023-06-02,transfer,1199.04,completed,Port Michael,USD
872,7798,2023-04-14,deposit,6807.3,pending,South Jessica,USD
873,6568,2022-09-04,withdrawal,5298.86,failed,Port Jameston,GBP
874,9318,2022-08-09,withdrawal,4131.66,completed,Port Hectorfort,GBP
875,5377,2023-08-21,withdrawal,8708.62,failed,Melissashire,EUR
876,1042,2022-12-28,withdrawal,1508.63,failed,New Ryan,EUR
877,5634,2022-02-19,deposit,9923.49,completed,Tracishire,GBP
878,5891,2022-02-21,transfer,3427.36,failed,New Vanessamouth,GBP
879,9022,2022-10-16,withdrawal,9871.93,failed,East Isabellatown,GBP
880,3434,2023-05-22,withdrawal,8928.56,pending,Port Brandonland,USD
881,8316,2023-04-27,withdrawal,9866.51,failed,Sanchezchester,USD
882,9824,2022-10-20,deposit,1433.1,pending,North Tanya,EUR
883,8935,2023-07-04,withdrawal,8624.08,pending,North Andrea,EUR
884,6654,2022-01-09,transfer,1804.39,completed,West Christopherberg,EUR
885,6446,2022-04-21,transfer,809.03,failed,South Adamberg,USD
886,9903,2023-03-18,withdrawal,3326.96,failed,Benjaminmouth,USD
887,7180,2022-05-18,withdrawal,9866.42,pending,Byrdburgh,EUR
888,8460,2022-09-28,deposit,3134.83,completed,Barrfurt,USD
889,6272,2023-01-10,withdrawal,581.08,pending,Michaelfurt,EUR
890,4090,2023-02-17,deposit,4521.08,pending,Paulland,GBP
891,4912,2023-01-10,transfer,2094.61,pending,East Melissastad,GBP
892,7274,2022-02-16,deposit,7735.65,failed,West Louis,USD
893,4826,2023-02-15,deposit,5763.21,failed,Andrewmouth,GBP
894,7730,2022-02-22,withdrawal,1585.19,failed,Johnnyview,EUR
895,1715,2023-08-07,transfer,7852.32,failed,West Daniel,EUR
896,6213,2023-07-30,deposit,7797.74,completed,Anthonychester,USD
897,8749,2022-07-19,transfer,1294.93,pending,New Dianaland,EUR
898,7246,2023-01-07,deposit,4337.68,completed,South Eric,GBP
899,7325,2023-07-21,transfer,4294.67,pending,South Michelle,EUR
900,3492,2022-10-23,deposit,4290.83,pending,Port Wandastad,GBP
901,9115,2022-03-17,transfer,4774.53,completed,Lake Paulabury,USD
902,1606,2023-01-31,deposit,47.69,completed,Sarahtown,USD
903,3068,2023-06-01,transfer,5338.29,pending,Hallberg,EUR
904,9229,2023-04-07,deposit,7306.86,failed,Scottton,GBP
905,6439,2023-07-18,withdrawal,9500.74,failed,South Lukeborough,USD
906,2644,2022-10-14,transfer,8920.17,pending,East Stephenfurt,EUR
907,8213,2022-05-02,withdrawal,7568.72,pending,Port Walter,EUR
908,2633,2022-05-12,withdrawal,5310.81,completed,Diazborough,GBP
909,9617,2022-04-10,deposit,180.14,completed,New Annette,GBP
910,8486,2023-02-08,withdrawal,42.23,failed,Jamesfort,USD
911,1251,2023-01-18,transfer,7336.3,failed,Harrisburgh,GBP
912,3361,2022-12-14,deposit,2263.43,completed,Davisstad,GBP
913,7717,2023-07-26,deposit,8769.97,failed,Zacharyberg,GBP
914,3529,2023-01-10,transfer,3121.61,failed,Riverafort,GBP
915,2225,2022-05-28,transfer,1027.98,completed,Singhtown,USD
916,8692,2022-07-23,withdrawal,5033.86,failed,East Leeberg,USD
917,5342,2023-06-06,withdrawal,3061.84,completed,West David,USD
918,6546,2023-02-16,deposit,653.8,pending,East Brandy,EUR
919,7512,2023-05-28,transfer,458.14,failed,Port Markton,EUR
920,2315,2022-02-11,transfer,9484.69,completed,North Gina,EUR
921,6383,2022-02-16,deposit,4559.81,failed,Jeremiahhaven,GBP
922,9742,2022-02-09,withdrawal,5203.36,pending,Amandastad,GBP
923,7226,2022-05-21,transfer,5241.65,pending,Johnsonfurt,USD
924,6188,2022-12-08,withdrawal,4337.22,pending,Port Johnnyhaven,USD
925,8994,2023-05-01,withdrawal,6868.11,completed,New Aarontown,GBP
926,9864,2023-06-16,deposit,1338.76,completed,South Brenda,EUR
927,1588,2023-04-13,transfer,9961.39,pending,Fordton,EUR
928,2121,2022-06-02,deposit,4902.3,failed,Mikeburgh,EUR
929,4846,2023-06-12,deposit,7501.41,failed,South Michael,EUR
930,5708,2022-05-24,withdrawal,1649.67,pending,Port Terryview,USD
931,4727,2022-12-02,transfer,9069.04,pending,North Juliechester,EUR
932,2480,2022-11-23,deposit,8120.27,failed,Nicolefurt,EUR
933,8110,2022-06-16,transfer,192.23,pending,Weberside,GBP
934,2612,2023-02-07,deposit,2243.99,failed,Lake Maria,GBP
935,2646,2022-11-03,transfer,9848.81,pending,South Sara,USD
936,8269,2022-12-11,deposit,2112.69,failed,North Joanna,EUR
937,3725,2023-06-04,withdrawal,220.11,pending,West Pamela,USD
938,5906,2023-06-06,withdrawal,5046.83,failed,North Joshua,EUR
939,1474,2023-06-30,deposit,1232.5,pending,Lake Todd,GBP
940,1753,2023-05-17,withdrawal,7111.39,completed,Butlerburgh,EUR
941,6314,2023-07-31,deposit,7921.48,pending,Lake Marcusmouth,GBP
942,1919,2022-11-03,withdrawal,3752.55,failed,Stantonland,USD
943,5806,2023-05-02,transfer,6403.57,failed,New Sheriberg,EUR
944,6873,2022-01-18,withdrawal,7712.73,pending,Grayhaven,USD
945,7141,2023-01-13,transfer,6231.72,completed,Virginiashire,USD
946,8056,2022-12-06,transfer,5939.65,pending,Lopezfurt,USD
947,3385,2022-04-23,withdrawal,480.56,failed,New Shawn,GBP
948,5000,2023-03-03,transfer,1082.03,failed,Erikaside,EUR
949,9702,2023-08-21,withdrawal,8361.36,pending,New Johnville,USD
950,7751,2022-11-12,transfer,483.3,pending,Lisastad,GBP
951,3950,2022-01-28,withdrawal,1158.78,pending,Port Sylvia,USD
952,3785,2023-05-01,transfer,4443.7,failed,North William,USD
953,3868,2022-09-29,deposit,1236.83,pending,Reneemouth,GBP
954,2293,2023-08-16,withdrawal,2528.13,failed,Timothychester,USD
955,7267,2023-08-15,withdrawal,7018.98,pending,West Matthewstad,USD
956,4945,2022-08-22,withdrawal,2055.74,failed,East Patricia,GBP
957,9153,2022-02-22,transfer,6857.71,completed,East Jeremyland,USD
958,3344,2023-08-21,deposit,94.04,failed,South Ethan,EUR
959,4804,2023-05-07,transfer,4209.29,completed,East Michele,USD
960,8555,2022-06-24,transfer,1010.7,failed,Lindseyfort,EUR
961,5161,2023-06-21,withdrawal,5203.57,completed,Margarethaven,GBP
962,8529,2023-01-25,transfer,6228.35,pending,Sandrafort,USD
963,5183,2022-06-01,transfer,7007.56,failed,North Ashley,EUR
964,1153,2022-09-06,deposit,4188.84,completed,South Jennifer,EUR
965,8622,2022-02-02,transfer,8986.32,completed,Port Mark,EUR
966,5712,2023-08-10,deposit,5116.34,completed,Garyfort,USD
967,9955,2022-04-23,withdrawal,6177.36,failed,East Megan,EUR
968,3588,2022-07-15,deposit,2827.78,pending,Leeview,USD
969,2210,2022-01-20,deposit,7847.82,pending,New Jamesmouth,GBP
970,8237,2023-03-28,withdrawal,4977.89,failed,South Rubenshire,GBP
971,6661,2022-11-18,deposit,6090.41,failed,Charlotteland,USD
972,5901,2023-03-05,deposit,7779.81,failed,Lake Leslieport,USD
973,7951,2022-06-05,withdrawal,8315.16,failed,Murphybury,GBP
974,5097,2023-02-27,transfer,9731.22,failed,Frankberg,GBP
975,8484,2022-07-28,deposit,3579.86,completed,Lake Geoffreyberg,EUR
976,5949,2023-02-25,transfer,4098.15,completed,Lake Mikaylafort,GBP
977,4263,2023-05-29,withdrawal,1604.58,pending,New Derek,EUR
978,7302,2023-04-28,withdrawal,5481.84,failed,South Cindyshire,GBP
979,8916,2022-03-05,transfer,9103.66,completed,Randyborough,GBP
980,2747,2022-05-22,deposit,6882.35,completed,West Alexandraborough,USD
981,4886,2023-06-16,transfer,4807.16,completed,East Claudia,GBP
982,7248,2022-08-01,withdrawal,2345.82,pending,Scottmouth,GBP
983,6881,2023-07-29,withdrawal,128.48,failed,New Grantport,GBP
984,5847,2022-11-29,deposit,890.94,pending,West Donnaside,USD
985,5837,2023-05-05,withdrawal,1105.2,completed,North Stephanieton,EUR
986,1359,2023-06-23,transfer,5741.95,completed,New Bryce,GBP
987,7484,2023-01-21,transfer,4941.55,pending,North Ashley,GBP
988,5497,2022-11-18,transfer,9494.51,completed,Davidmouth,GBP
989,1132,2022-06-27,transfer,7795.48,pending,North Laurafurt,USD
990,1803,2023-04-16,deposit,751.41,completed,Coxburgh,EUR
991,9138,2023-06-30,transfer,7236.04,failed,Brockhaven,USD
992,5689,2022-12-17,deposit,9047.89,completed,Littlehaven,USD
993,4770,2023-07-14,withdrawal,6443.72,failed,Gregside,EUR
994,6772,2022-12-29,withdrawal,4568.06,pending,Brewerberg,USD
995,4588,2022-09-28,deposit,9772.93,pending,Melanieburgh,GBP
996,4115,2023-05-11,deposit,2641.99,failed,Ericaview,GBP
997,5106,2022-07-16,withdrawal,501.75,failed,North Steven,EUR
998,3240,2022-09-10,withdrawal,8131.97,failed,New Carlport,USD
999,2591,2022-10-13,transfer,8741.53,pending,Reyesmouth,EUR
1000,1645,2023-07-26,deposit,8522.63,failed,East Jonathonton,GBP
